X1,X2,X3,X4,X5,X6,X7,X8,Y1,Y2
0.71,710.50,269.50,220.50,3.50,5,0.25,5,12.27,14.970
0.69,735.00,294.00,220.50,3.50,2,0.25,5,12.47,15.140
0.69,735.00,294.00,220.50,3.50,3,0.25,5,12.12,14.970
0.69,735.00,294.00,220.50,3.50,4,0.25,5,12.18,15.220
0.69,735.00,294.00,220.50,3.50,5,0.25,5,12.47,14.600
0.66,759.50,318.50,220.50,3.50,2,0.25,5,12.93,15.830
0.66,759.50,318.50,220.50,3.50,3,0.25,5,12.82,16.030
0.66,759.50,318.50,220.50,3.50,4,0.25,5,12.78,15.800
0.66,759.50,318.50,220.50,3.50,5,0.25,5,13.02,16.060
0.64,784.00,343.00,220.50,3.50,2,0.25,5,16.73,20.130
0.64,784.00,343.00,220.50,3.50,3,0.25,5,16.86,20.010
0.64,784.00,343.00,220.50,3.50,4,0.25,5,16.76,20.190
0.64,784.00,343.00,220.50,3.50,5,0.25,5,16.92,20.290
0.62,808.50,367.50,220.50,3.50,2,0.25,5,13.68,15.190
0.62,808.50,367.50,220.50,3.50,3,0.25,5,13.99,14.610
0.62,808.50,367.50,220.50,3.50,4,0.25,5,14.16,14.610
0.62,808.50,367.50,220.50,3.50,5,0.25,5,13.86,14.750
0.98,514.50,294.00,110.25,7.00,2,0.40,1,32.26,33.370
0.98,514.50,294.00,110.25,7.00,3,0.40,1,32.26,33.340
0.98,514.50,294.00,110.25,7.00,4,0.40,1,32.49,32.830
0.98,514.50,294.00,110.25,7.00,5,0.40,1,32.53,33.040
0.90,563.50,318.50,122.50,7.00,2,0.40,1,36.47,39.280
0.90,563.50,318.50,122.50,7.00,3,0.40,1,37.24,36.380
0.90,563.50,318.50,122.50,7.00,4,0.40,1,36.66,35.920
0.90,563.50,318.50,122.50,7.00,5,0.40,1,35.96,40.990
0.86,588.00,294.00,147.00,7.00,2,0.40,1,31.89,35.990
0.86,588.00,294.00,147.00,7.00,3,0.40,1,32.39,30.660
0.86,588.00,294.00,147.00,7.00,4,0.40,1,32.09,31.700
0.86,588.00,294.00,147.00,7.00,5,0.40,1,31.29,36.730
0.82,612.50,318.50,147.00,7.00,2,0.40,1,29.22,31.710
0.82,612.50,318.50,147.00,7.00,3,0.40,1,29.91,29.130
0.82,612.50,318.50,147.00,7.00,4,0.40,1,29.53,28.990
0.82,612.50,318.50,147.00,7.00,5,0.40,1,28.65,33.540
0.79,637.00,343.00,147.00,7.00,2,0.40,1,41.40,45.290
0.79,637.00,343.00,147.00,7.00,3,0.40,1,42.62,39.070
0.79,637.00,343.00,147.00,7.00,4,0.40,1,42.50,38.350
0.79,637.00,343.00,147.00,7.00,5,0.40,1,41.67,46.940
0.76,661.50,416.50,122.50,7.00,2,0.40,1,40.78,39.550
0.76,661.50,416.50,122.50,7.00,3,0.40,1,39.97,40.850
0.76,661.50,416.50,122.50,7.00,4,0.40,1,40.71,40.630
0.76,661.50,416.50,122.50,7.00,5,0.40,1,40.43,39.480
0.74,686.00,245.00,220.50,3.50,2,0.40,1,14.52,16.940
0.74,686.00,245.00,220.50,3.50,3,0.40,1,14.61,17.250
0.74,686.00,245.00,220.50,3.50,4,0.40,1,14.50,17.030
0.74,686.00,245.00,220.50,3.50,5,0.40,1,14.55,17.250
0.71,710.50,269.50,220.50,3.50,2,0.40,1,14.51,17.100
0.71,710.50,269.50,220.50,3.50,3,0.40,1,14.60,17.510
0.71,710.50,269.50,220.50,3.50,4,0.40,1,14.50,17.120
0.71,710.50,269.50,220.50,3.50,5,0.40,1,14.58,17.470
0.69,735.00,294.00,220.50,3.50,2,0.40,1,14.51,16.500
0.69,735.00,294.00,220.50,3.50,3,0.40,1,14.70,17.000
0.69,735.00,294.00,220.50,3.50,4,0.40,1,14.42,16.870
0.69,735.00,294.00,220.50,3.50,5,0.40,1,14.42,17.200
0.66,759.50,318.50,220.50,3.50,2,0.40,1,15.23,18.140
0.66,759.50,318.50,220.50,3.50,3,0.40,1,15.23,18.030
0.66,759.50,318.50,220.50,3.50,4,0.40,1,15.23,18.140
0.66,759.50,318.50,220.50,3.50,5,0.40,1,15.23,17.950
0.64,784.00,343.00,220.50,3.50,2,0.40,1,19.52,22.720
0.64,784.00,343.00,220.50,3.50,3,0.40,1,19.36,22.730
0.64,784.00,343.00,220.50,3.50,4,0.40,1,19.48,22.720
0.64,784.00,343.00,220.50,3.50,5,0.40,1,19.42,22.530
0.62,808.50,367.50,220.50,3.50,2,0.40,1,15.09,17.200
0.62,808.50,367.50,220.50,3.50,3,0.40,1,17.17,17.210
0.62,808.50,367.50,220.50,3.50,4,0.40,1,17.14,17.150
0.62,808.50,367.50,220.50,3.50,5,0.40,1,17.14,17.200
0.98,514.50,294.00,110.25,7.00,2,0.40,2,32.82,32.960
0.98,514.50,294.00,110.25,7.00,3,0.40,2,32.71,33.130
0.98,514.50,294.00,110.25,7.00,4,0.40,2,32.24,33.940
0.98,514.50,294.00,110.25,7.00,5,0.40,2,32.72,33.780
0.90,563.50,318.50,122.50,7.00,2,0.40,2,35.84,38.350
0.90,563.50,318.50,122.50,7.00,3,0.40,2,36.57,35.390
0.90,563.50,318.50,122.50,7.00,4,0.40,2,36.06,34.940
0.90,563.50,318.50,122.50,7.00,5,0.40,2,35.69,40.660
0.86,588.00,294.00,147.00,7.00,2,0.40,2,32.48,35.480
0.86,588.00,294.00,147.00,7.00,3,0.40,2,32.74,30.530
0.86,588.00,294.00,147.00,7.00,4,0.40,2,32.13,32.280
0.86,588.00,294.00,147.00,7.00,5,0.40,2,31.64,36.860
0.82,612.50,318.50,147.00,7.00,2,0.40,2,28.95,30.340
0.82,612.50,318.50,147.00,7.00,3,0.40,2,29.49,27.930
0.82,612.50,318.50,147.00,7.00,4,0.40,2,28.64,28.950
0.82,612.50,318.50,147.00,7.00,5,0.40,2,28.01,32.920
0.79,637.00,343.00,147.00,7.00,2,0.40,2,41.64,45.590
0.79,637.00,343.00,147.00,7.00,3,0.40,2,43.10,39.410
0.79,637.00,343.00,147.00,7.00,4,0.40,2,42.74,38.840
0.79,637.00,343.00,147.00,7.00,5,0.40,2,41.92,48.030
0.76,661.50,416.50,122.50,7.00,2,0.40,2,40.78,39.480
0.76,661.50,416.50,122.50,7.00,3,0.40,2,40.15,40.400
0.76,661.50,416.50,122.50,7.00,4,0.40,2,40.57,40.470
0.76,661.50,416.50,122.50,7.00,5,0.40,2,40.42,39.700
0.74,686.00,245.00,220.50,3.50,2,0.40,2,14.54,16.430
0.74,686.00,245.00,220.50,3.50,3,0.40,2,14.45,16.930
0.74,686.00,245.00,220.50,3.50,4,0.40,2,14.18,16.990
0.74,686.00,245.00,220.50,3.50,5,0.40,2,14.50,17.030
0.71,710.50,269.50,220.50,3.50,2,0.40,2,14.70,16.770
0.71,710.50,269.50,220.50,3.50,3,0.40,2,14.66,17.370
0.71,710.50,269.50,220.50,3.50,4,0.40,2,14.40,17.270
0.71,710.50,269.50,220.50,3.50,5,0.40,2,14.71,17.510
0.69,735.00,294.00,220.50,3.50,2,0.40,2,14.75,16.440
0.69,735.00,294.00,220.50,3.50,3,0.40,2,14.71,17.010
0.69,735.00,294.00,220.50,3.50,4,0.40,2,14.33,17.230
0.69,735.00,294.00,220.50,3.50,5,0.40,2,14.62,17.220
0.66,759.50,318.50,220.50,3.50,2,0.40,2,15.34,17.850
0.66,759.50,318.50,220.50,3.50,3,0.40,2,15.29,17.890
0.66,759.50,318.50,220.50,3.50,4,0.40,2,15.09,18.360
0.66,759.50,318.50,220.50,3.50,5,0.40,2,15.30,18.150
0.64,784.00,343.00,220.50,3.50,2,0.40,2,19.20,21.720
0.64,784.00,343.00,220.50,3.50,3,0.40,2,18.88,22.070
0.64,784.00,343.00,220.50,3.50,4,0.40,2,18.90,22.090
0.64,784.00,343.00,220.50,3.50,5,0.40,2,19.12,21.930
0.62,808.50,367.50,220.50,3.50,2,0.40,2,16.76,17.360
0.62,808.50,367.50,220.50,3.50,3,0.40,2,17.23,17.380
0.62,808.50,367.50,220.50,3.50,4,0.40,2,17.26,16.860
0.62,808.50,367.50,220.50,3.50,5,0.40,2,17.15,16.990
0.98,514.50,294.00,110.25,7.00,2,0.40,3,32.82,32.780
0.98,514.50,294.00,110.25,7.00,3,0.40,3,32.69,33.240
0.98,514.50,294.00,110.25,7.00,4,0.40,3,32.23,33.860
0.98,514.50,294.00,110.25,7.00,5,0.40,3,32.75,34.000
0.90,563.50,318.50,122.50,7.00,2,0.40,3,34.24,37.260
0.90,563.50,318.50,122.50,7.00,3,0.40,3,34.95,35.040
0.90,563.50,318.50,122.50,7.00,4,0.40,3,35.05,33.820
0.90,563.50,318.50,122.50,7.00,5,0.40,3,34.29,33.310
0.86,588.00,294.00,147.00,7.00,2,0.40,3,31.28,35.220
0.86,588.00,294.00,147.00,7.00,3,0.40,3,32.12,34.700
0.86,588.00,294.00,147.00,7.00,4,0.40,3,32.05,30.110
0.86,588.00,294.00,147.00,7.00,5,0.40,3,31.84,31.600
0.82,612.50,318.50,147.00,7.00,2,0.40,3,28.67,32.430
0.82,612.50,318.50,147.00,7.00,3,0.40,3,29.67,30.650
0.82,612.50,318.50,147.00,7.00,4,0.40,3,29.47,29.770
0.82,612.50,318.50,147.00,7.00,5,0.40,3,28.91,29.640
0.79,637.00,343.00,147.00,7.00,2,0.40,3,41.26,46.440
0.79,637.00,343.00,147.00,7.00,3,0.40,3,41.30,44.180
0.79,637.00,343.00,147.00,7.00,4,0.40,3,42.49,38.810
0.79,637.00,343.00,147.00,7.00,5,0.40,3,42.08,38.230
0.76,661.50,416.50,122.50,7.00,2,0.40,3,39.32,38.170
0.76,661.50,416.50,122.50,7.00,3,0.40,3,39.84,38.480
0.76,661.50,416.50,122.50,7.00,4,0.40,3,38.89,39.660
0.76,661.50,416.50,122.50,7.00,5,0.40,3,39.68,40.100
0.74,686.00,245.00,220.50,3.50,2,0.40,3,13.97,16.080
0.74,686.00,245.00,220.50,3.50,3,0.40,3,14.22,15.390
0.74,686.00,245.00,220.50,3.50,4,0.40,3,14.10,16.570
0.74,686.00,245.00,220.50,3.50,5,0.40,3,13.78,16.600
0.71,710.50,269.50,220.50,3.50,2,0.40,3,14.07,16.110
0.71,710.50,269.50,220.50,3.50,3,0.40,3,14.03,15.470
0.71,710.50,269.50,220.50,3.50,4,0.40,3,13.94,16.700
0.71,710.50,269.50,220.50,3.50,5,0.40,3,13.86,16.100
0.69,735.00,294.00,220.50,3.50,2,0.40,3,14.32,16.350
0.69,735.00,294.00,220.50,3.50,3,0.40,3,14.56,15.840
0.69,735.00,294.00,220.50,3.50,4,0.40,3,14.33,16.990
0.69,735.00,294.00,220.50,3.50,5,0.40,3,14.08,17.020
0.66,759.50,318.50,220.50,3.50,2,0.40,3,15.16,17.040
0.66,759.50,318.50,220.50,3.50,3,0.40,3,15.18,17.630
0.66,759.50,318.50,220.50,3.50,4,0.40,3,14.72,18.100
0.66,759.50,318.50,220.50,3.50,5,0.40,3,14.90,18.220
0.64,784.00,343.00,220.50,3.50,2,0.40,3,18.48,20.780
0.64,784.00,343.00,220.50,3.50,3,0.40,3,18.71,20.720
0.64,784.00,343.00,220.50,3.50,4,0.40,3,18.48,21.540
0.64,784.00,343.00,220.50,3.50,5,0.40,3,18.46,21.530
0.62,808.50,367.50,220.50,3.50,2,0.40,3,16.47,16.900
0.62,808.50,367.50,220.50,3.50,3,0.40,3,16.35,17.140
0.62,808.50,367.50,220.50,3.50,4,0.40,3,16.55,16.560
0.62,808.50,367.50,220.50,3.50,5,0.40,3,16.74,16.000
0.98,514.50,294.00,110.25,7.00,2,0.40,4,32.85,32.950
0.98,514.50,294.00,110.25,7.00,3,0.40,4,32.67,33.060
0.98,514.50,294.00,110.25,7.00,4,0.40,4,32.21,33.950
0.98,514.50,294.00,110.25,7.00,5,0.40,4,32.74,33.880
0.90,563.50,318.50,122.50,7.00,2,0.40,4,36.45,33.980
0.90,563.50,318.50,122.50,7.00,3,0.40,4,35.73,39.920
0.90,563.50,318.50,122.50,7.00,4,0.40,4,35.40,39.220
0.90,563.50,318.50,122.50,7.00,5,0.40,4,36.57,36.100
0.86,588.00,294.00,147.00,7.00,2,0.40,4,32.38,31.530
0.86,588.00,294.00,147.00,7.00,3,0.40,4,31.66,36.200
0.86,588.00,294.00,147.00,7.00,4,0.40,4,32.15,36.210
0.86,588.00,294.00,147.00,7.00,5,0.40,4,32.75,31.000
0.82,612.50,318.50,147.00,7.00,2,0.40,4,28.93,28.200
0.82,612.50,318.50,147.00,7.00,3,0.40,4,28.05,32.350
0.82,612.50,318.50,147.00,7.00,4,0.40,4,28.64,31.140
0.82,612.50,318.50,147.00,7.00,5,0.40,4,29.52,28.430
0.79,637.00,343.00,147.00,7.00,2,0.40,4,42.77,38.330
0.79,637.00,343.00,147.00,7.00,3,0.40,4,41.73,47.590
0.79,637.00,343.00,147.00,7.00,4,0.40,4,41.32,46.230
0.79,637.00,343.00,147.00,7.00,5,0.40,4,42.96,39.560
0.76,661.50,416.50,122.50,7.00,2,0.40,4,40.68,40.360
0.76,661.50,416.50,122.50,7.00,3,0.40,4,40.40,39.670
0.76,661.50,416.50,122.50,7.00,4,0.40,4,40.60,39.850
0.76,661.50,416.50,122.50,7.00,5,0.40,4,40.11,40.770
0.74,686.00,245.00,220.50,3.50,2,0.40,4,14.37,16.610
0.74,686.00,245.00,220.50,3.50,3,0.40,4,14.48,16.740
0.74,686.00,245.00,220.50,3.50,4,0.40,4,14.32,16.900
0.74,686.00,245.00,220.50,3.50,5,0.40,4,14.44,17.320
0.71,710.50,269.50,220.50,3.50,2,0.40,4,14.60,16.850
0.71,710.50,269.50,220.50,3.50,3,0.40,4,14.70,17.200
0.71,710.50,269.50,220.50,3.50,4,0.40,4,14.47,17.230
0.71,710.50,269.50,220.50,3.50,5,0.40,4,14.66,17.740
0.69,735.00,294.00,220.50,3.50,2,0.40,4,14.54,16.810
0.69,735.00,294.00,220.50,3.50,3,0.40,4,14.62,16.880
0.69,735.00,294.00,220.50,3.50,4,0.40,4,14.53,16.900
0.69,735.00,294.00,220.50,3.50,5,0.40,4,14.71,17.390
0.66,759.50,318.50,220.50,3.50,2,0.40,4,15.34,17.860
0.66,759.50,318.50,220.50,3.50,3,0.40,4,15.29,17.820
0.66,759.50,318.50,220.50,3.50,4,0.40,4,15.09,18.360
0.66,759.50,318.50,220.50,3.50,5,0.40,4,15.30,18.240
0.64,784.00,343.00,220.50,3.50,2,0.40,4,19.06,21.680
0.64,784.00,343.00,220.50,3.50,3,0.40,4,19.13,21.540
0.64,784.00,343.00,220.50,3.50,4,0.40,4,19.00,22.250
0.64,784.00,343.00,220.50,3.50,5,0.40,4,18.84,22.490
0.62,808.50,367.50,220.50,3.50,2,0.40,4,16.44,17.100
0.62,808.50,367.50,220.50,3.50,3,0.40,4,16.90,16.790
0.62,808.50,367.50,220.50,3.50,4,0.40,4,16.94,16.580
0.62,808.50,367.50,220.50,3.50,5,0.40,4,16.77,16.790
0.98,514.50,294.00,110.25,7.00,2,0.40,5,32.84,32.880
0.98,514.50,294.00,110.25,7.00,3,0.40,5,32.72,33.230
0.98,514.50,294.00,110.25,7.00,4,0.40,5,32.21,33.760
0.98,514.50,294.00,110.25,7.00,5,0.40,5,32.73,34.010
0.90,563.50,318.50,122.50,7.00,2,0.40,5,35.67,33.940
0.90,563.50,318.50,122.50,7.00,3,0.40,5,35.01,33.140
0.90,563.50,318.50,122.50,7.00,4,0.40,5,34.72,38.790
0.90,563.50,318.50,122.50,7.00,5,0.40,5,35.24,37.270
0.86,588.00,294.00,147.00,7.00,2,0.40,5,32.31,29.690
0.86,588.00,294.00,147.00,7.00,3,0.40,5,31.81,31.200
0.86,588.00,294.00,147.00,7.00,4,0.40,5,31.12,36.260
0.86,588.00,294.00,147.00,7.00,5,0.40,5,32.06,35.710
0.82,612.50,318.50,147.00,7.00,2,0.40,5,30.00,29.930
0.82,612.50,318.50,147.00,7.00,3,0.40,5,29.50,29.560
0.82,612.50,318.50,147.00,7.00,4,0.40,5,29.06,33.840
0.82,612.50,318.50,147.00,7.00,5,0.40,5,29.92,32.540
0.79,637.00,343.00,147.00,7.00,2,0.40,5,42.11,38.560
0.79,637.00,343.00,147.00,7.00,3,0.40,5,41.96,37.700
0.79,637.00,343.00,147.00,7.00,4,0.40,5,41.09,47.010
0.79,637.00,343.00,147.00,7.00,5,0.40,5,40.79,44.870
0.76,661.50,416.50,122.50,7.00,2,0.40,5,38.82,39.370
0.76,661.50,416.50,122.50,7.00,3,0.40,5,39.72,39.800
0.76,661.50,416.50,122.50,7.00,4,0.40,5,39.31,37.790
0.76,661.50,416.50,122.50,7.00,5,0.40,5,39.86,38.180
0.74,686.00,245.00,220.50,3.50,2,0.40,5,14.41,16.690
0.74,686.00,245.00,220.50,3.50,3,0.40,5,14.19,16.620
0.74,686.00,245.00,220.50,3.50,4,0.40,5,14.17,16.940
0.74,686.00,245.00,220.50,3.50,5,0.40,5,14.39,16.700
0.71,710.50,269.50,220.50,3.50,2,0.40,5,12.43,15.590
0.71,710.50,269.50,220.50,3.50,3,0.40,5,12.63,14.580
0.71,710.50,269.50,220.50,3.50,4,0.40,5,12.76,15.330
0.71,710.50,269.50,220.50,3.50,5,0.40,5,12.42,15.310
0.69,735.00,294.00,220.50,3.50,2,0.40,5,14.12,16.630
0.69,735.00,294.00,220.50,3.50,3,0.40,5,14.28,15.870
0.69,735.00,294.00,220.50,3.50,4,0.40,5,14.37,16.540
0.69,735.00,294.00,220.50,3.50,5,0.40,5,14.21,16.740
0.66,759.50,318.50,220.50,3.50,2,0.40,5,14.96,17.640
0.66,759.50,318.50,220.50,3.50,3,0.40,5,14.92,17.790
0.66,759.50,318.50,220.50,3.50,4,0.40,5,14.92,17.550
0.66,759.50,318.50,220.50,3.50,5,0.40,5,15.16,18.060
0.64,784.00,343.00,220.50,3.50,2,0.40,5,17.69,20.820
0.64,784.00,343.00,220.50,3.50,3,0.40,5,18.19,20.210
0.64,784.00,343.00,220.50,3.50,4,0.40,5,18.16,20.710
0.64,784.00,343.00,220.50,3.50,5,0.40,5,17.88,21.400
0.62,808.50,367.50,220.50,3.50,2,0.40,5,16.54,16.880
0.62,808.50,367.50,220.50,3.50,3,0.40,5,16.44,17.110
0.62,808.50,367.50,220.50,3.50,4,0.40,5,16.48,16.610
0.62,808.50,367.50,220.50,3.50,5,0.40,5,16.64,16.03
